doc_std_name;NumberOfPatentApplications
YE JIANZHONG;273
HAEGERMARCK ANDERS;273
CROWN CORK AG;273
DIRKSEN PETER;273
MARKS JEFFREY;273
SUN HUAPING;273
WARRELLOW GRAHAM JOHN;273
LOPEZ JEAN-MARC;273
VALEO ELECTRICAL SYS INC;273
LU XUEJUN;273
FUJITA TAKAHIRO;273
LIU SHUYUN;273
WANG TIANJUN;273
SECURITY FIRST CORP;273
SEKI MITSUAKI;273
LI WEISONG;273
UNIV MURDOCH;273
DYMO NV;273
HEWITT PETER COOPER;273
ZHANG RUIBO;273
MIZUHO BANK LTD;273
FENG WEN;273
XU HAICHAO;273
KIRSCHNER JONATHAN;273
GILL ADRIAN LIAM;273
MILLER J;273
WU HAILIANG;273
NAKAMURA HIROYOSHI;273
ROSE INGO;273
FEDERIGHI CRAIG M;273
PAN HAIYAN;273
LIN SIXIN;273
HARRIS FRANK W;273
KOJIMA HIDEO;273
TOSHIBA ELECTRONIC DEVICE ENG;273
TERAOKA SHINICHI;273
KIM SUN-MIN;273
HIGURE SEIJI;273
WANG MINSHENG;273
FANG TONG;273
INPHARMATICA LTD;273
ALBERT JONATHAN D;273
SOMA TAKAHIRO;273
BERTHOLD JOACHIM;273
CHENG DAN;273
UENO HIDEYUKI;273
NAKATSUKA KATSUTO;273
KATSUNO HIROSHI;273
LI WEIYI;273
KOEPPE HERBERT DR;273
KINOSHITA MASAFUMI;273
STAMM ARMIN;273
HUANG QINGWEI;272
KERVENNAL JACQUES;272
WANG DONGSHAN;272
LIU XIUMING;272
BRIDGELALL RAJ;272
NODA TAIJI;272
TSUKADA KOJI;272
ZAIGER GARY NEIL;272
MAO XIAODONG;272
UNIV YANTAI NANSHAN;272
HAGER ELECTRO GMBH & CO KG;272
GOTO YUICHIRO;272
WILHELM MAX DR;272
ZHANG JINXIN;272
YIN WEIDONG;272
KIKUCHI KATSUMI;272
GENG FUNENG;272
TAMEMASA HIROSHI;272
ZHANG MINGQING;272
ZEMEL MARC;272
MAGNA POWERTRAIN BAD HOMBURG GMBH;272
DUBROW ROBERT S;272
SUN JIPENG;272
YANG QINGXIN;272
ANDERSON JOHN E;272
HERAEUS MATERIALS TECH GMBH;272
BENEDETTI GIANPIETRO;272
WILLNER HELGE;272
HEFEI HEAN MACHINERY MFG CO LTD;272
DAI YONGNIAN;272
RAMER DAVID P;272
AOKI TAKAAKI;272
LIU HANJUN;272
LEE KUO-HSIUNG;272
HAI TANG;272
TAKAHASHI MASATAKE;272
WU XINHUI;272
BENELLI ARMI SPA;272
SHA XIAOLIN;272
LIU PEIYONG;272
SHANGHAI CHUANGGONG COMMUNICATION TECH CO LTD;272
CHOI JAE HYUN;272
KUMAZAWA SADANORI;272
KOIKE MASARU;272
HORIUCHI KUNIYASU;272
CANTOR INDEX LLC;272
SPRUIT JOHANNES H M;272
KOJIMA MASANORI;272
JANG YONG JUN;272
ZHONG WANG;272
ZHU JUNHUI;272
CUI WEIWEI;272
ZHU CHANGLIN;272
INST TECHNIKI BUDOWLANEJ;272
HOELTER HEINZ DIPL-ING;272
FAN HAIFENG;272
TAKEUCHI MITSURU;272
MOTWANI MANISH;272
QU ZHAN;272
HE ZHICHENG;272
SUN FENGXIA;272
ADANIYA TAKU;272
LEE SANG TAE;272
SHEN YIJUN;272
TAKAHASHI KAZUMASA;272
MAEDA MASATAKA;272
NAKAYAMA KATSUTOSHI;272
XIA RONG;272
WANG BAOLI;272
ZHANG JUNDONG;272
KIM SI HWAN;272
SORIN WAYNE V;272
ZHENGZHOU AIMOFU INFORMATION TECH CO LTD;272
HATSUTA SEISAKUSHO;272
ADACHI YUJI;272
SUN HAI WEI;272
SHIBATA MASATOMO;272
LEE WON KYU;272
ZAIGER GRANT GENE;272
ABE TSUYOSHI;272
SAMSUNG ENG CO LTD;272
CHEN LONGXIN;272
LISTER & CO LTD R A;272
HAYAKAWA TOSHIO;272
ZHENG GAOFENG;272
TANABE KAZUO;272
NAKAZAWA MASAAKI;272
OKUMURA TETSUYA;272
ZHANGJIAGNG GOLDNET FENCING SYSTEM CO LTD;272
ERNST ANDREAS;272
VAN ROOYEN PIETER;272
GUO FU;272
YUNFENG GAO;272
BOUGARET JOEL;272
CONG MING;272
ARAI KAZUMI;272
UMEDA YOSHIO;272
TADA ISAO;272
FURUKAWA METALS CO;272
XIA YUNFENG;272
STAEDTLER J S GMBH & CO KG;272
MORIMOTO YOSHIHIRO;272
DEL POS MAURIZIO;272
TAIYUAN INST CHINA COAL TECH & ENG GROUP;272
OKABE KENICHI;272
CCCC HIGHWAY CONSULTANTS CO;272
YAMADA TAKANOBU;272
UEHARA YUSUKE;272
TPO HONG KONG HOLDING LTD;272
NISHIMURA TAKEO;272
ESCHER WYSS & CIE CONST MEC;272
KITAOKA TAKASHI;272
WANG JUNSONG;272
SHANDONG XINHUA PHARMACEUTICAL;272
IMAI MASARU;272
JUNG FREDERIC HENRI;272
GUO CHUAN;272
RENZ DIETER;272
KOPPELMAN EDWARD;272
XU FENGBO;272
WANG XUEJING;272
SUZUKI TAKAHITO;272
HE XIAOYUN;272
HOLLAND JOHN;272
ZHANG PENGCHUN;272
YANG HUICHENG;272
TANG LIWEN;272
KITAMURA SHINJI;272
ZHANG HANWEI;272
SATO TOSHIMITSU;272
ITOH ATSUSHI;272
CNIC CT NAC INVESTIGACIONES;272
NAKANO DAISUKE;272
DONG GUOQING;272
LIU YUESHENG;272
YEAP CHOH FEI;272
WANG LEPING;272
SHANDONG HUAGUANG OPTOELECTRONICS CO LTD;272
WU DEHUA;272
UOZUMI TADASHI;272
ELBE HANS-LUDWIG DR;272
YOKOYAMA SHUHEI;272
MIYOSHI MANABU;272
YAMAZAKI TOMOKI;272
YANAGITA KAZUTAKA;272
KASPI JOSEPH;272
LI FUCHAO;272
MANTESE JOSEPH V;272
TAKEZAWA TAKESHI;272
HU YUHUA;272
YIN QIAN;272
ASK CORP;272
FRENZ THOMAS;272
VALLE FERNANDO;272
YOSHIDA TSUKASA;272
CHANG JAMES N;272
YAMASHITA NORIO;272
SUZUKI KAZUMICHI;272
SHEETS JOEL J;272
MATSUI TAIJIRO;272
LU ZHENBO;272
YUAN QINGBO;272
ZHANG XIWANG;272
CHEN JINBO;272
SIBIRSK NII NEFTYANOJ PROMY;272
LI DERONG;272
ZOU DAN;272
GENG TINGTING;272
KUMAGAI KAZUO;272
LASALLE STEEL CO;272
CHANG FEI;272
EBIMOTO YOSHIHIRO;272
LIU SIHAI;272
HAYAKAWA JUN;272
ISHIKAWA HIROYASU;272
MIZUMURA MASAAKI;272
KIM HEE YEON;272
JI XIAOGANG;272
CHEONG MIN HO;272
CAI KANGYING;272
LEI JIANJUN;272
SCHERRER JEAN-MARC;272
GE TINGHONG;272
WAKABAYASHI SHIGEMI;272
GUANGDONG INST ECO ENVIRONMENT & SOIL SCIENCES;272
KONG LINGKUN;272
HOSONO HIROSHI;272
WANG PEILIN;272
CELTRIX PHARMA;272
NISHINA KIICHIRO;272
KASAI SEISHI;272
TERUI MAKOTO;272
TAN RONG;272
HU JIALIN;272
ARAI KIYOTAKA;272
TAKANO YASUO;272
WILLIAMS R;272
INDUCTOSYN CORP;272
CELGARD INC;272
KIM SOO-HYUN;272
REN JUAN;272
ZHU HAIQING;272
MATSUMOTO KAZUMI;272
WU JIANGHUA;272
YUN KUG JIN;272
USAMI TAMOTSU;272
ZHANG SHENGYONG;272
TANAKA MOTOKI;272
LI JIAZHEN;272
KOJIMA MASAO;272
HUANG ZHIQING;272
HIRAI ISAMU;272
HIRAI TAKAYUKI;272
BRAUN HANS-PETER;272
PALAZZETTI MARIO;272
GAO GUANGHUI;272
ZHOU SHAOHUI;272
LI XUFENG;272
RIGGS-SAUTHIER JENNIFER;272
LIN YINGPEI;272
OLIVER MITCHELL B;272
FROST GREGORY I;272
ZHENG SHIYING;272
AHN SOON HO;272
MAEYAMA RYUICHIRO;272
WILLOT MATTHIEU;272
BALDUF TORSTEN;272
LI MEIHUA;272
ABE RYOJI;272
INOUE ICHIRO;272
HE XIAOYING;272
GERTNER MICHAEL;272
TSUJI TOMOHIRO;272
PARK JUNG GYU;272
ZHEJIANG OCEAN UNIV DONGHAI SCIENCE AND TECHNOLOGY COLLEGE;272
QIAN RUI;272
XU JINSONG;272
LEHMANN THOMAS;272
PETROVIC ZMAJ;272
KAGABU SHINZO;272
LION MATHIEU;272
GINZBOORG PHILIP;272
HARADA NORIAKI;272
XU LIZHI;272
LI CHANGQI;272
WANG RUIFANG;272
JIANG YANJUN;272
FRIEDRICH WOLFGANG;272
MILLER RICHARD;272
HAN CONG;272
HIRATA HIROKI;272
ARAKAWA TARO;272
SUN PU;272
SUGITANI KAZUNOBU;272
JAASKELAINEN MIKKO;272
CIMETTA SILVANO;272
KIM JONG-WON;272
POU CHEN CORP;272
ABAY SA;272
GUO YANLI;272
CASTAING JEAN-CHRISTOPHE;272
KONO EIJI;272
YANG WENXIN;272
XU XIAOHAI;272
MIYOSHI KAZUHIRO;272
LAI ZHENCHENG;272
DING SHIPING;272
ZHANG HUIZHEN;272
TRINKEL MARIAN;272
TAIRA AKINORI;272
KATSURAGAWA TADAO;272
TANG WEIJIE;272
HONG KE;272
SONG FAN;272
TAYA NAOKI;272
RAHIMO MUNAF;272
LIU SHICHANG;272
HATANO YOSHIYUKI;272
DING JUNHUA;272
JOHNSON CORP;272
SHILEY INC;272
HUANG XINYUAN;272
NITTA TETSUHIRO;272
GAO YUNSONG;272
WANG SUQIN;272
SUN JINDONG;272
GIBEN IMPIANTI SPA;272
NAKAMURA TAKAMASA;272
NUVERA FUEL CELLS INC;272
ZHANG ZHENGYONG;272
LIN CHIEN-HUNG;272
ICHINOSE MASAYA;272
PARK JAE HEE;272
GUPTA BINITA;272
KUSKE EBERHARD;272
KANDA MASAHIRO;272
YANG YUQI;272
TOMOMATSU HIDEO;272
LEE DANIEL;272
KIM JIN KUK;272
HASHIMOTO SHOJI;272
ANDREWS JOHN R;272
LEE SANG-RAE;272
YANG CANJUN;272
CONTEMPORARY AMPEREX TECHNOLOGY LTD;272
GUANGZHOU FUGANG WANJIA INTELLIGENT TECH CO LTD;272
WANG GUOYOU;272
SMITH GARY;272
HARTMANN JUERGEN;272
SEGAWA HIDETAKE;272
NAT RES & DEVELOPMENT AGENCY JAPAN AEROSPACE EXPLORATION AGENCY;272
LIU YANWU;272
WANG ZONGCHENG;272
MINGDE ZHANG;272
SHKOLNIKOV YURY;272
DONGGUAN NALIFILM OPTICAL MATERIAL CO LTD;272
STE CHIM USINES RHONE;272
ISHIKAWA NAOYUKI;272
ANDERSSON JOHAN;272
WU CHONGYOU;272
YOSHINAGA YOICHI;272
KLAPPROTH HOLGER;272
HARDING KEVIN GEORGE;272
JIANG MINGLIANG;272
ZHANG JINGSHENG;272
LEE GEUN HO;272
KIM BYUNG SUN;272
MURAKAMI CHIKARA;272
RUF KG WILHELM;272
SUGIMOTO TSUYOSHI;272
CATTANEO GIORGIO;272
CALLERY CHEMICAL CO;272
WANG BAIXING;272
SHARAPOV V I;272
XAAR LTD;272
ZHANG QIANJIN;272
LU WEIJIE;272
NIITSU TOSHIHIRO;272
YANG DAJUN;272
PARK SANG CHUL;272
NODA TORU;272
KOYAMA AKIO;272
SHOJI TADAO;272
SHENG SITONG;272
JIANGSU SOBUTE NEW MAT CO LTD;272
WAKABAYASHI AKIRA;272
ISOGAWA KAZUHIKO;272
BARTH MARTINE;272
FERI LORENZO;272
LEE YUNG-LYUL;272
LI HUIRONG;272
OZAKI MASAHIRO;272
ZENG XIAN-MING;272
CHU POCHEN;272
CHANG MAIN;272
WADA YASUNORI;272
PARK CHANG JOON;272
KESTNER APP EVAPORATEURS;272
RESCALLI CARLO;272
LORAIN PROD CORP;272
SAWADA SEIGO;272
OIKAWA SATORU;272
HERMISTON TERRY;272
YU HAOJIE;272
FISCHER JÖRG;272
ZHAO SHULIN;272
KAISER ROBERT;272
HUIZHOU BYD IND CO LTD;272
GAO ZHAO;272
BEIJING SATELLITE MFG FACTORY;272
SU WU;272
BOWER CHRISTOPHER;272
YASUDA TAKAHIRO;272
ZHOU HONGGANG;272
SAKASHITA HIROSHI;272
ZHANG CHAOCHAO;272
FALCONBRIDGE NICKEL MINES LTD;272
SW RES & DESIGN INST CHEM IND;272
LI XIANGCHENG;272
BAO ZHENAN;272
SCHMITZ HEINZ;272
SUZUKI YOUJI;272
TERADA YASUSHI;272
LI WENFU;272
NOZAWA MINORU;272
TRAN LUNG T;272
HANSEN HANS A;272
NISHIO KOSUKE;272
FILOCHE BRUNO;272
BERUDA HOLGER;272
SPIETH RUDOLF;272
LIU CHUNFANG;272
MULLER HANS;272
ROBBINS CLARENCE R;272
MA RUJUN;272
ZHANG JUNSONG;272
FUKUI KAZUO;272
YOKOYAMA NATSUKI;272
ANCIENS ETS SKODA;272
MATIS CLARK A;272
ANG WANLENG;272
KIM JONG SEON;272
SONG YANAN;272
SATO FUMIHIRO;272
AUBERT & DUVAL SA;272
CHINA CITY ENVIRONMENT PROT ENGINEERING CO LTD;272
FURUKAWA NOBORU;272
JIANG ZHUANGDE;272
AIDA KENJI;272
MIZUNO SHINICHI;272
BENDER ECKHARD;272
KIM TAE-KYUN;272
TANIMOTO YOSHIO;272
SEKIGUCHI AKIRA;272
FARRAR PAUL A;272
NAKAMORI HIDEO;272
SLAVIK WALTER;272
HARRISON STEPHEN;272
BARBERICH TIMOTHY J;272
YU XIAOLIANG;272
ZHANG JINCAI;272
YAMAGUCHI DAISUKE;272
SHANGHAI MINHANG NO 2 MIDDLE SCHOOL;272
DENG JINZHU;272
GUO CHUANLIN;272
TOKUDA KOJI;272
HUNT JOHN V;272
OUK SAMEDY;272
CHEN HUIYONG;272
XIONG RIHUA;272
ZHANG ZHONGKAI;272
GORENJE GOSPODINJSKI APARATI D D;272
MORIYA MASATO;272
ZEISS CARL MEDITEC INC;272
CHEN CHIN-YUAN;272
UNO MASAHIRO;272
ZHAO XIANGJUN;272
OHASHI MASASHI;272
WU LINGYAN;272
WIROLA LAURI;272
MARKO PAUL D;272
LI GUOFANG;271
FURUTA AKIHIKO;271
ZHAO YUXING;271
KIM JAE HAK;271
YANG MINGKUN;271
BURGESS LAB INC C F;271
KONINKLEJKE FILIPS ELEKTRONIKS NV;271
ZARINS DENISE;271
WANG QINGLING;271
HATORI SAKURAKO;271
HU YINGYING;271
ZHU LINGYU;271
WANG RUIGUO;271
MURCH BRUCE PRENTISS;271
HIBINO HIROSHI;271
CARRIER COMM REFRIGERATION INC;271
NOLAN JULIAN CHARLES;271
TAGUCHI KAZUHIRO;271
HWANG SUNG YEOUN;271
MEYER JASON;271
INADA GENJI;271
HUANG HAIRONG;271
UBS AG;271
PARK SUN KYU;271
STEWART JOHN;271
KUROITA TAKANOBU;271
ZHU HUAISONG;271
ZENG JIANFENG;271
THERMALTAKE TECHNOLOGY CO LTD;271
CLARK ROBIN DOUGLAS;271
ZHU XINMIN;271
TUCHENHAGEN GMBH;271
WARRIOR PREM;271
FREUDELSPERGER KARL;271
KURTZ ANTHONY D;271
TEMASEK LIFE SCIENCES LAB LTD;271
DU YUNFENG;271
WADA MASAO;271
GREEN LARRY L;271
ZHANG SHUQIANG;271
HERMES PRECISA INTERNATIONAL;271
BUTTER-JENTSCH RALPH;271
SHEN ZHIJIE;271
BAIDU ON LINE NETWORK TECH BJ;271
YAMADA MASAHARU;271
ZHANG XINHAI;271
MURAI HIDESHI;271
WU HONGLIN;271
KENNEDY JOSEPH;271
UMC CORP;271
SKUBALLA WERNER DR;271
TENTEN ANDREAS;271
WANG CHUNQIAO;271
SUGIYAMA MASATAKA;271
ASATAKE ATSUSHI;271
LI SHUMEI;271
INST ENVIRONMENT & SUSTAINABLE DEV IN AGRICULTURE CAAS;271
TAKISHIMA YASUHIRO;271
TELE ATLAS NORTH AMERICA INC;271
CHEN XIAOKAI;271
HERBST RICHARD;271
ONO TATSUYA;271
GARDNER LEITH MARIE;271
WU CHANGCHUN;271
FAULKS MICHAEL JOHN;271
GUANGDONG HUTLON TECH CO LTD;271
FUJII SETSURO;271
IHI MARINE UNITED INC;271
WU HEPING;271
TANABE YUZURU;271
OU WEN;271
TSUGE AKIHIKO;271
FUJIMOTO KAORU;271
WANG JINGDAI;271
BAUMANN HARALD;271
IZUMI HIROSHI;271
LI JIAXIANG;271
EHRENLEITNER FRANZ;271
LI FUWEI;271
HUANG JINBAO;271
HIDAKA TOMOYA;271
TAIZHOU LONGI SOLAR TECH CO LTD;271
YUK YOUNGSOO;271
PERRING KEITH DOUGLAS;271
UNITED MEMORIES INC;271
LIU TAY-JIAN;271
TALBOT ROBERT ERIC;271
SHI QIAO;271
OOHASHI TAMAKI;271
WANG YIFANG;271
YAN NA;271
NITTA MASAHIRO;271
MCCLURE KELLY H;271
HUANQING ZHANG;271
JIA YONGKANG;271
SUGIMOTO YASUAKI;271
KINO MASAHIRO;271
MERTENS MACHTELD M;271
KANER RICHARD B;271
WU SHUO;271
KYUNG DONG BOILER CO LTD;271
NAVCOM TECH INC;271
MOMOO KAZUO;271
VAN LUCHENE ANDREW S;271
ZHANG FUPING;271
TASHIRO KEISUKE;271
YAN XIAOWEI;271
INOUE FUMIHIRO;271
JI JIANYI;271
HAO LIU;271
LUR WATER;271
LIU GUOFANG;271
LYU HAIFENG;271
FUKUDA HIDEAKI;271
USV LTD;271
ZHANG LIKUN;271
FARASCIONI DAVID;271
KUZNETSOV YURIJ N;271
NISHIMURA NOBUTAKA;271
PENG HAI;271
KISHIMOTO SANGYO CO;271
CHEN JIABING;271
FURUHASHI TAKUYA;271
BROWN WILLIAM R;271
ZHENGFENG LI;271
XU YANSHENG;271
TAIZHOU POWER SUPPLY CO STATE GRID JIANGSU ELECTRIC POWER CO;271
KITAGAWA ATSUSHI;271
ZHANG ZHENGMIN;271
DERAEDT ROGER;271
GUPTA MARUTI;271
TAO RONG;271
YAN YAO;271
ABURATANI HIROYUKI;271
LIJUN WANG;271
DANCSI LAJOS;271
YANG XUHUI;271
LI ANQI;271
SAKATA MINORU;271
BSN MEDICAL GMBH;271
ZHA MIN;271
REINKE JAMES D;271
LI MENGYUAN;271
SHINJO KATSUMI;271
NEVEN HARTMUT;271
VALLE FRANCESCO DELLA;271
BOONE THOMAS C;271
ZHOU WENLI;271
SUN HUAJUN;271
SEKIGUCHI TAKUMI;271
MIYAMOTO TOSHIAKI;271
CHOI JAE HUN;271
SUGAYA YASUSHI;271
NAKAZAWA KENJI;271
WANG BINJIAN;271
ASAMI SHINJI;271
SHIBATA KEIJI;271
WANG DEHONG;271
ISHIKAWA HIDENORI;271
GENG HAO;271
SATO KAZUNARI;271
KAZUO OKADA;271
WADA HIROSUKE;271
AZARIAN YAZDI KAMBIZ;271
KOBAYASHI KAZUAKI;271
ROTH BRUCE DAVID;271
ZHANG XIAOHAN;271
JIANG YONGHUA;271
SHIH JENN S;271
WEA MFG INC;271
INVENTEC BESTA XI AN CO LTD;271
ERICSSON TELEVISION INC;271
WANG SHUCHUN;271
MOHAMMAD HASSAN;271
KIM BACK SIK;271
WANG SHULING;271
ZHEJIANG SANHUA REFRIGERATION GROUP CO LTD;271
LI YANLEI;271
QINGDAO TONGCHUANG ENERGY SAVING ENVIRONMENTAL PROT ENG CO LTD;271
JUNLI CHEN;271
MATSUZAKI YOSHIKI;271
CHEN ZIJUN;271
TOYODA KAZUO;271
LIU WANHUI;271
HUBEI SANNING CHEMICAL IND CO LTD;271
ZOU KUN;271
LIANG HONGTAO;271
YUAN WEIDONG;271
ZHANG HUIFEN;271
WOEHRLE THOMAS;271
KOCH KEVIN;271
MENG QINGBO;271
WALTER JOHN;271
CHEN XIAONING;271
SHAW JOHN;271
MENG RUI;271
WANG JUNZHI;271
ZHENGZHOU XUESHENGBAO ELECTRONIC SCIENCE & TECHNOLOGY CO LTD;271
NAITO KAZUFUMI;271
ANHUI HONGLU STEEL GROUP CO;271
CHO JEONG HO;271
LUDEMANN AURELIE;271
HUANG YUQING;271
MATSUURA MITSUYASU;271
UZIO DENIS;271
FUJISAWA KAZUYA;271
GUO XUEPING;271
RIBIER ALAIN;271
ANGERBAUER RALF;271
SUGIURA TOSHIHIRO;271
ACROW ENG LTD;271
GIFU PREFECTURE;271
TOMIZAWA HIROTAKA;271
TOMINAGA HIROYUKI;271
BHATTACHARYA SAMIT KUMAR;271
美国亚德诺半导体公司;271
WAGNER INT;271
ZHANG CHAOYING;271
ROBERT MICHEL;271
MIYAWAKI ATSUSHI;271
HERMEY ANDREAS;271
INTERQUIM SA;271
A10 NETWORKS INC;271
YOSHIKAWA SHIGERU;271
LI KEKE;271
KYOTO INST OF TECHNOLOGY;271
DIETRICH HANSJÖRG;271
ISHIGAKI SHIGEYA;271
SINOMA SCIENCE & TECHNOLOGY CO;271
KUMAGAI NAOTAKE;271
JIA YUAN;271
CHEN KEXIN;271
LIN JIAWEI;271
WATANABE KEN;271
ZHONG ZHIHUA;271
MAO ZHIYONG;271
VIDAL HENRI;271
ASHIBE TSUNENORI;271
ISHIKAWA MASAHIDE;271
ZHANG NAIQING;271
KROPF JEFFREY E;271
USHIKUBO TAKASHI;271
KATSUDA YUJI;271
RUAN JIANHUA;271
PETERSEN KIRSTIN;271
ARAKI HIDEFUMI;271
WANG CHUANQI;271
HATAKEYAMA YOSHIHARU;271
FONTAINE PATRICK;271
BOBDE MADHUR;271
GRANZER ERNOLD;271
XU XIULIN;271
OGINO YOSHITAKA;271
KATO TERUO;271
ARNO ANDREAS;271
PIPKIN JAMES D;271
WENKUI WANG;271
BEISSWANGER RUDOLF;271
GUSTAV EGLOFF;271
SHIMIZU KATSUNORI;271
KOJIMA TETSUHIKO;271
LIU JINHU;271
GU JIANWEI;271
YANG ZHENKUN;271
LI WEIYU;271
YOKOTA MITSUO;271
KOJIMA EIICHI;271
BAUMGARTNER PAPIERS SA;271
HARADA NOZOMI;271
SCHOLKENS BERNWARD;271
TAKENAKA SHINYA;271
ＡＶＡＮＳＴＲＡＴＥ株式会社;271
WANG LINGZHI;271
OUYANG QIN;271
MURAKAMI SHIN;271
XI PENG;271
ROCHESTER INST TECH;271
ZHANG AIMEI;271
UNIV GIESSEN JUSTUS LIEBIG;271
CHO HYUN WOO;271
FANG ZHIMING;271
直观外科手术操作公司;271
ZHONG XIAOPING;271
ALSTER YAIR;271
KOPF-SILL ANNE R;271
LYNUM STEINAR;271
HSIEH MING-CHIH;271
LI SUPING;271
HUANG XINGHUA;271
LIU SHANGWEI;271
FORSSELL MIKA;271
LI GUIZHEN;271
TONG RU-YING;271
WAGNER BARBARA;271
ISHIDA KENICHI;271
WANG YIZHE;271
PREVOST JEAN;271
HORTON INC;271
ZHANG DECAI;271
LIU SHAOMIN;271
LI QIANWEN;271
KANG SEONG HOON;271
ADIBHATLA KALI SATYA BHUJANGA RAO;271
CHEN ZHENGCHAO;271
RENTECH INC;271
GIBSON GARY;271
SHAOXING VOCATIONAL & TECHNICAL COLLEGE;271
JIN GUOLIANG;271
PETERSEN UWE DR;271
GUO AI;271
BEIJING ZHONGKEXIN ELECT EQUIP;271
TANG YUFENG;271
CAO GUANGMING;271
JAIN JAWAHAR;271
UNIV WEIFANG MEDICAL;271
APEX ELECTRICAL MFG CO;271
OTT FRANZ;271
ZHU DINGJU;271
PENG GE;271
CAI LING;271
HE XIONG;271
KUNSHAN POWERSTENCIL CO LTD;271
UNIV MACQUARIE;271
CHEN QIWEN;271
XU ZHENLIN;271
TSUKAGOSHI NOBUHIRO;271
EBE AKINORI;271
GUO GUANG;271
HENRY RODGER F;271
WANG CHENGWU;271
MCCULLOUGH JOHN R;271
LI DONGBING;271
BARSANTI PAUL A;271
LOVEY ALLEN JOHN;271
意法半导体股份有限公司;271
HUMELE HEINZ;271
HANAOKA TADASHI;271
BRICHARD EDGARD;271
KOELBL MICHAEL;271
JING ZHAO;271
GO I INZH VODNOGO TRANSPORTA;271
ZHU GUOFU;271
XIANG KUN;271
MATSUMURA NAOMI;271
XIAO CHUN;271
MORITZ WERNER;271
TAKAGI NAOYUKI;271
BANK OF ENGLAND;271
SAITO YOSHINOBU;271
COOPER ROTEM;271
TANIZAWA TAKAYOSHI;271
ROSENTHAL DIETER;271
GENTA INC;271
LU XUESONG;271
SHIN YOUNG JOON;271
POETSCH EIKE DR;271
ANHUI SUN CREATE ELECTRONICS;271
SUN LIMEI;271
CAI JIANXIN;271
CHINA TOBACCO FUJIAN IND LLC;271
CHEN LIANJUN;271
XU HONGQUAN;271
HIROTSURU HIDEKI;271
VIRNIG MICHAEL J;271
FUBA AUTOMOTIVE GMBH;271
TANG PENGFEI;271
SATO YASUHISA;271
SELIG SEALING PRODUCTS INC;271
MINKA LIGHTING INC;271
SHIOHAMA EIJI;271
KIM SEOK HO;271
PUGEL MICHAEL ANTHONY;271
KIHARA KAISHUN;271
AEBISCHER PATRICK;271
ZHEJIANG KELI VEHICLE CONTROL SYSTEM CO LTD;271
TAKEMOTO MASAHIRO;271
SUEHIRA NOBUHITO;271
FUJIWARA SHINICHI;271
CHEN ZHONGXIAN;271
LIU RUIXUE;271
MIYAMOTO HIROAKI;271
HUBER GERHARD;271
ERION MARK D;271
SASAKI HIROMI;271
TIANJIN CHENHUI FEED CO LTD;271
LIU CHANGJIAN;271
SHAJII ALI;271
ZHONGLIANG YU;271
KAMIMURA OSAMU;271
WANG YUHENG;271
NIE CONG;271
CARLINI RINA;271
CHEN QINGLIN;271
NOMURA YASUHIRO;271
WOLF HELMUT;271
HUBER MARKUS;271
ERICSON PETTER;271
SAITO TAKAAKI;271
ZHANG YINGBING;271
LEE KANG HEE;271
LIN LIANG-BIH;271
CHEN XIFU;271
KOKUBO NAOKI;271
UNIV MAINE;271
ZHU BINBIN;271
WINTON ALEXANDER;271
XU DELONG;271
HE CUNFU;271
DUBUIT MACH;271
LUO FENGHUA;271
TAKAHASHI SHIGEMI;271
KOCH DIETHER;271
NOGUCHI TAKEHIRO;271
WINTER DAVID C;271
YU VINCENT;271
SUGIOKA TAKAHIRO;271
PEAK INNOVATIONS INC;271
JIA FAN;271
HIRAKAWA KATSUMI;271
ASAHI OKUMA IND;271
KITTY HAWK CORP;271
FUKUSHIMA NOBUHIRO;271
KAIYA HIDEO;271
OKIYAMA TADASHI;271
TAMAMURA TOSHIAKI;271
YADAV NARENDRA S;271
IL YANG PHARM CO LTD;271
LIANG RONGQIANG;271
HEUER LUTZ;271
SONY INTERACTIVE ENTERTAINMENT EUROPE LTD;271
KUDO SHINJI;271
WU QINGYUN;271
ZHANG LONGQUAN;271
FONDAZIONE ST ITALIANO TECNOLOGIA;271
SCHMID GERARD;271
OKAWA TAKESHI;271
WANG ZHANBIN;271
HARTMANN GUIDO;271
BECK WOLFGANG;271
CARBON INC;271
DAY SHANE ALISTAIR;271
PREVOST GREGOIRE;271
SUZHOU SIDIKE NEW MATERIAL SCIENCE & TECHNOLOGY CO;271
SABBAGH ANNE;271
KIM KI CHANG;271
XU ZHENYING;271
OKUDA KENJI;271
KUBOTA KAZUNORI;271
HEATCRAFT REFRIGERATION PRODUCTS LLC;271
OUYANG HUA;271
OKUBO TAKETOSHI;271
IIDA YASUHARU;271
MAEDA TAKEO;271
INAGAKI SATOSHI;271
LIAOYANG POWER SUPPLY CO OF STATE GRID LIAONING ELECTRIC POWER SUPPLY CO LTD;271
HU XUESONG;271
EUROP ACCUMULATEURS;271
DING XIAOMING;271
STOTHERT & PITT LTD;271
XU LINFENG;271
ZAOYANG NO 1 EX ELEMENTARY SCHOOL;271
IMAI GENJI;271
WEN JUAN;271
YAMASHITA KEIICHI;271
ZHANG CHENHUI;270
JAGTAP PRAKASH;270
POTTER JEFF D;270
SAHITA RAVI L;270
ARAI TAKAHIRO;270
LIU YAJUAN;270
